"","doc_id","sentence_id","entity","entity_type"
"1268","text24",22,"George_Friedman_'s","PERSON"
"1269","text24",22,"Cuomo","PERSON"
"1270","text24",22,"Bronx_Democrats","NORP"
"1271","text24",23,"Cuomo","PERSON"
"1272","text24",23,"Koch","PERSON"
"1273","text24",24,"Friedman","PERSON"
"1274","text24",24,"four","CARDINAL"
"1275","text24",24,"Bronx_Assembly","ORG"
"1276","text24",24,"Lawrence_J._Kirwan","PERSON"
"1277","text24",24,"Democratic","NORP"
"1278","text24",24,"Cuomo","PERSON"
"1279","text24",24,"this_month","DATE"
"1280","text24",25,"Koch","PERSON"
"1281","text24",27,"Friedman","PERSON"
"1282","text24",29,"Stanley_Friedman_'s","PERSON"
"1283","text24",29,"Days_Stanley_Friedman","PERSON"
"1284","text24",29,"his_days","DATE"
"1285","text24",29,"the_Saxe_,_Bacon_&_Bolan","ORG"
"1286","text24",33,"Friedman","PERSON"
"1287","text24",35,"Thomas_K._Bolan","PERSON"
"1288","text24",35,"about_a_dozen","CARDINAL"
"1289","text24",35,"Friedman","PERSON"
"1290","text24",35,"Roy_Cohn","PERSON"
"1291","text24",35,"last_year","DATE"
"1292","text24",37,"25_years","DATE"
"1293","text24",37,"the_last_year","DATE"
"1294","text24",37,"Bolan","PERSON"
"1295","text24",37,"Conservative_Party","ORG"
"1296","text24",37,"Alfonse_M._D'Amato_'s","PERSON"
"1297","text24",39,"Bronx_County","GPE"
"1298","text24",40,"three","CARDINAL"
"1299","text24",42,"Stanley_Simon","PERSON"
"1300","text24",42,"1985","DATE"
"1301","text24",42,"Bronx","GPE"
"1302","text24",43,"first","ORDINAL"
"1303","text24",43,"six_-_inch","QUANTITY"
"1304","text24",44,"years","DATE"
"1305","text24",45,"four_-_foot","QUANTITY"
"1306","text25",2,"Communist","NORP"
"1307","text25",2,"today","DATE"
"1308","text25",4,"Communist","NORP"
"1309","text25",4,"today","DATE"
"1310","text25",5,"Communist","NORP"
"1311","text25",5,"today","DATE"
"1312","text25",6,"two_-_hour","TIME"
"1313","text25",7,"two","CARDINAL"
"1314","text25",7,"a_week","DATE"
"1315","text25",7,"Teofisto_Guingona","PERSON"
"1316","text25",8,"Communists","NORP"
"1317","text25",9,"Communists","NORP"
"1318","text25",10,"Communist","NORP"
"1319","text25",11,"Last_week","DATE"
"1320","text25",11,"Government","ORG"
"1321","text25",12,"Jose_Diokno","PERSON"
"1322","text25",12,"Government","ORG"
"1323","text25",13,"Government","ORG"
"1324","text25",13,"Philippine","NORP"
"1325","text25",13,"next_month","DATE"
"1326","text25",14,"last_Dec._10","DATE"
"1327","text25",16,"Feb._8","DATE"
"1328","text25",17,"Guingona","PERSON"
"1329","text25",18,"Aquino","PERSON"
"1330","text25",18,"Cabinet","ORG"
"1331","text25",18,"today","DATE"
"1332","text25",18,"Moslem","NORP"
"1333","text25",19,"Nur_Misuari","PERSON"
"1334","text25",19,"Philippine","NORP"
"1335","text25",19,"Moslems","NORP"
"1336","text25",20,"Last_weekend","DATE"
"1337","text25",20,"Jidda","GPE"
"1338","text25",20,"Saudi_Arabia","GPE"
"1339","text25",20,"Misuari","PERSON"
"1340","text25",20,"Philippine","NORP"
"1341","text25",21,"next_month","DATE"
"1342","text25",22,"Moslem","NORP"
"1343","text25",23,"Misuari","PERSON"
"1344","text25",23,"the_Moro_National_Liberation_Front","ORG"
"1345","text25",23,"one","CARDINAL"
"1346","text25",23,"three","CARDINAL"
"1347","text25",23,"Moslem","NORP"
"1348","text25",24,"Communists","NORP"
"1349","text25",24,"today","DATE"
"1350","text25",25,"two","CARDINAL"
"1351","text25",25,"Diokno","PERSON"
"1352","text25",27,"the_United_States","GPE"
"1353","text25",28,"Saturnino_Ocampo","PERSON"
"1354","text25",28,"Communist","NORP"
"1355","text26",2,"Koch","PERSON"
"1356","text26",2,"seven","CARDINAL"
"1357","text26",2,"the_Board_of_Estimate","ORG"
"1358","text26",2,"yesterday","DATE"
"1359","text26",5,"Koch","PERSON"
"1360","text26",5,"seven","CARDINAL"
"1361","text26",5,"the_Board_of_Estimate","ORG"
"1362","text26",5,"yesterday","DATE"
"1363","text26",7,"Koch","PERSON"
"1364","text26",7,"seven","CARDINAL"
"1365","text26",7,"the_Board_of_Estimate","ORG"
"1366","text26",7,"yesterday","DATE"
"1367","text26",9,"Frederick_A._O._Schwarz_Jr._-","PERSON"
"1368","text26",11,"last_night","TIME"
"1369","text26",11,"seven","CARDINAL"
"1370","text26",12,"Schwarz","PERSON"
"1371","text26",13,"one","CARDINAL"
"1372","text26",13,"yesterday","DATE"
"1373","text26",13,"Simon_H._Rifkind","PERSON"
"1374","text26",14,"Koch","PERSON"
"1375","text26",14,"City_Lawyers","ORG"
"1376","text26",15,"Rifkind","PERSON"
"1377","text26",15,"Paul_,_Weiss_,_Rifkind_,_Wharton_&_Garrison","ORG"
"1378","text26",16,"Comptroller_Harrison_J._Goldin","PERSON"
"1379","text26",16,"City_Council","ORG"
"1380","text26",16,"Andrew_J._Stein","PERSON"
"1381","text26",16,"five","CARDINAL"
"1382","text26",16,"Koch","PERSON"
"1383","text26",16,"Dec._19","DATE"
"1384","text26",16,"the_Corporation_Counsel","ORG"
"1385","text26",16,"the_City_Charter","LAW"
"1386","text26",17,"Koch","PERSON"
"1387","text26",17,"last_night","TIME"
"1388","text26",19,"Schwarz","PERSON"
"1389","text26",19,"last_night","TIME"
"1390","text26",20,"one","CARDINAL"
"1391","text26",20,"one","CARDINAL"
"1392","text26",21,"Schwarz","PERSON"
"1393","text27",2,"yesterday","DATE"
"1394","text27",2,"Department_of_Transportation","ORG"
"1395","text27",2,"the_Parking_Violations_Bureau","ORG"
"1396","text27",4,"yesterday","DATE"
"1397","text27",4,"Department_of_Transportation","ORG"
"1398","text27",4,"the_Parking_Violations_Bureau","ORG"
"1399","text27",5,"yesterday","DATE"
"1400","text27",5,"Department_of_Transportation","ORG"
"1401","text27",5,"the_Parking_Violations_Bureau","ORG"
"1402","text27",6,"Rudolph_W._Giuliani","PERSON"
"1403","text27",6,"the_United_States","GPE"
"1404","text27",6,"Manhattan","GPE"
"1405","text27",6,"William_J._Schwartz","PERSON"
"1406","text27",6,"15","CARDINAL"
"1407","text27",6,"the_Transportation_Department","ORG"
"1408","text27",7,"Giuliani","PERSON"
"1409","text27",7,"Ross_Sandler","PERSON"
"1410","text27",8,"United_States","GPE"
"1411","text27",8,"the_early_1970_'s","DATE"
"1412","text27",10,"Sandler","PERSON"
"1413","text27",10,"last_January","DATE"
"1414","text27",10,"Anthony_R._Ameruso","PERSON"
"1415","text27",11,"Ameruso","PERSON"
"1416","text27",12,"Koch","PERSON"
"1417","text27",12,"Koch","PERSON"
"1418","text27",12,"Stanley_M._Friedman","PERSON"
"1419","text27",12,"Bronx","GPE"
"1420","text27",12,"Democratic","NORP"
"1421","text27",12,"Donald_R._Manes","PERSON"
"1422","text27",12,"Queens_Borough","ORG"
"1423","text27",12,"last_year","DATE"
"1424","text27",13,"Giuliani","PERSON"
"1425","text27",13,"Friedman","PERSON"
"1426","text27",13,"four","CARDINAL"
"1427","text27",13,"the_Transportation_Department_'s","ORG"
"1428","text27",13,"Parking_Violations_Bureau","ORG"
"1429","text27",14,"five","CARDINAL"
"1430","text27",15,"one","CARDINAL"
"1431","text27",15,"Transportation_Department","ORG"
"1432","text27",15,"Koch","PERSON"
"1433","text27",15,"1977","DATE"
"1434","text27",16,"Schwartz","PERSON"
"1435","text27",18,"Koch","PERSON"
"1436","text27",18,"Friedman","PERSON"
"1437","text27",18,"Manes","PERSON"
"1438","text27",19,"Schwartz","PERSON"
"1439","text27",20,"Koch","PERSON"
"1440","text27",21,"Schwartz","PERSON"
"1441","text27",21,"Koch","PERSON"
"1442","text27",22,"the_Parking_Violations_Bureau","ORG"
"1443","text27",22,"Koch","PERSON"
"1444","text27",22,"Lester_Shafran","PERSON"
"1445","text27",22,"Geoffrey_Lindenauer","PERSON"
"1446","text27",22,"P.V.B.","ORG"
"1447","text27",25,"Friedman","PERSON"
"1448","text27",26,"the_Department_of_Transportation_'s","ORG"
"1449","text27",26,"yesterday","DATE"
"1450","text27",26,"morning","TIME"
"1451","text27",26,"Giuliani","PERSON"
"1452","text27",27,"New_York_City","GPE"
"1453","text28",2,"Leon_Mebiane","PERSON"
"1454","text28",2,"Cabinet","ORG"
"1455","text28",2,"today","DATE"
"1456","text28",2,"Omar_Bongo","PERSON"
"1457","text28",4,"Leon_Mebiane","PERSON"
"1458","text28",4,"Cabinet","ORG"
"1459","text28",4,"today","DATE"
"1460","text28",4,"Omar_Bongo","PERSON"
"1461","text28",5,"Leon_Mebiane","PERSON"
"1462","text28",5,"Cabinet","ORG"
"1463","text28",5,"today","DATE"
"1464","text28",5,"Omar_Bongo","PERSON"
"1465","text29",2,"Two_hours","TIME"
"1466","text29",2,"Assembly","ORG"
"1467","text29",2,"today","DATE"
"1468","text29",2,"Mel_Miller","PERSON"
"1469","text29",2,"Brooklyn","GPE"
"1470","text29",2,"Cuomo","PERSON"
"1471","text29",4,"Two_hours","TIME"
"1472","text29",4,"Assembly","ORG"
"1473","text29",4,"today","DATE"
"1474","text29",4,"Mel_Miller","PERSON"
"1475","text29",4,"Brooklyn","GPE"
"1476","text29",4,"Cuomo","PERSON"
"1477","text29",5,"Two_hours","TIME"
"1478","text29",5,"Assembly","ORG"
"1479","text29",5,"today","DATE"
"1480","text29",5,"Mel_Miller","PERSON"
"1481","text29",5,"Brooklyn","GPE"
"1482","text29",5,"Cuomo","PERSON"
"1483","text29",6,"one","CARDINAL"
"1484","text29",6,"three","CARDINAL"
"1485","text29",7,"Cuomo","PERSON"
"1486","text29",8,"Miller","PERSON"
"1487","text29",8,"Stanley_Fink","PERSON"
"1488","text29",8,"Democrat","NORP"
"1489","text29",8,"a_year","DATE"
"1490","text29",8,"Cuomo","PERSON"
"1491","text29",8,"Democratic_Party","ORG"
"1492","text29",9,"Miller","PERSON"
"1493","text29",9,"Saul_Weprin","PERSON"
"1494","text29",9,"Queens","GPE"
"1495","text29",9,"the_Ways_and_Means_Committee","ORG"
"1496","text29",9,"third","ORDINAL"
"1497","text29",9,"Assembly","ORG"
"1498","text29",10,"Weprin","PERSON"
"1499","text29",10,"Arthur_J._Kremer","PERSON"
"1500","text29",10,"Long_Beach","GPE"
"1501","text29",11,"Weprin","PERSON"
"1502","text29",11,"tonight","TIME"
"1503","text29",11,"Miller","PERSON"
"1504","text29",12,"Miller","PERSON"
"1505","text29",12,"Kremer","PERSON"
"1506","text29",13,"Weprin","PERSON"
"1507","text29",13,"Democratic","NORP"
"1508","text29",13,"Assembly","ORG"
"1509","text29",13,"Nassau","LOC"
"1510","text29",14,"Cuomo","PERSON"
"1511","text29",14,"Miller","PERSON"
"1512","text29",15,"Brooklyn_Democrats","NORP"
"1513","text29",15,"one","CARDINAL"
"1514","text29",15,"Democratic","NORP"
"1515","text29",16,"Miller","PERSON"
"1516","text29",16,"Assemblyman","NORP"
"1517","text29",16,"Flatbush","PERSON"
"1518","text29",16,"1970","DATE"
"1519","text29",17,"Legislature","ORG"
"1520","text29",21,"Legislature","ORG"
"1521","text29",21,"State","ORG"
"1522","text29",22,"Miller","PERSON"
"1523","text29",22,"Assembly","ORG"
"1524","text29",22,"about_a_half_hour","TIME"
"1525","text29",22,"Senate","ORG"
"1526","text29",23,"Republicans","NORP"
"1527","text29",25,"Miller","PERSON"
"1528","text29",25,"Codes_Committee","ORG"
"1529","text29",25,"Cuomo","PERSON"
"1530","text29",26,"Cuomo_Presidential","ORG"
"1531","text29",26,"New_York","GPE"
"1532","text29",26,"Democrat","NORP"
"1533","text29",28,"Fink","PERSON"
"1534","text29",29,"Norman_Adler","PERSON"
"1535","text29",29,"Democratic","NORP"
"1536","text29",29,"New_York_City","GPE"
"1537","text29",30,"Miller","PERSON"
"1538","text29",30,"Democratic","NORP"
"1539","text29",30,"Assembly","ORG"
"1540","text29",32,"Brooklyn_Assembly","ORG"
"1541","text29",32,"New_York","GPE"
"1542","text29",33,"Mel","PERSON"
"1543","text29",33,"Assembly","ORG"
"1544","text29",33,"Republican","NORP"
"1545","text29",33,"D._Rappleyea","PERSON"
"1546","text29",34,"Miller","PERSON"
"1547","text29",35,"Assembly","ORG"
"1548","text29",35,"Senate","ORG"
"1549","text29",35,"1973","DATE"
"1550","text29",35,"Warren_M._Anderson","PERSON"
"1551","text29",35,"Binghamton","ORG"
"1552","text29",35,"Senate","ORG"
"1553","text29",35,"Republican","NORP"
"1554","text29",36,"Manfred_Ohrenstein","PERSON"
"1555","text29",36,"Manhattan","GPE"
"1556","text29",37,"John_R._Dunne","PERSON"
"1557","text29",37,"Garden_City","GPE"
"1558","text29",37,"Anderson","PERSON"
"1559","text29",38,"Republican","NORP"
"1560","text29",38,"seven","CARDINAL"
"1561","text29",38,"Republican","NORP"
"1562","text29",38,"Long_Island","GPE"
"1563","text29",38,"the_Metropolitan_Transportation_Authority","ORG"
"1564","text29",38,"last_month","DATE"
"1565","text29",38,"Legislature","ORG"
"1566","text3",2,"the_day","DATE"
"1567","text3",2,"Cuomo","PERSON"
"1568","text3",4,"the_day","DATE"
"1569","text3",4,"Cuomo","PERSON"
"1570","text3",5,"the_day","DATE"
"1571","text3",5,"Cuomo","PERSON"
"1572","text3",6,"California","GPE"
"1573","text3",6,"Florida","GPE"
"1574","text3",6,"Louisiana","GPE"
"1575","text3",6,"New_York","GPE"
"1576","text3",7,"Garen_Gdanian","PERSON"
"1577","text3",7,"one","CARDINAL"
"1578","text3",8,"four_more_years","DATE"
"1579","text3",9,"Sylvia_Weprin","PERSON"
"1580","text3",9,"Saul","PERSON"
"1581","text3",9,"the_night","TIME"
"1582","text3",9,"Cuomo","PERSON"
"1583","text3",10,"Shortly_after_midnight","TIME"
"1584","text3",10,"New_Year_'s_Eve","EVENT"
"1585","text3",11,"Washington","GPE"
"1586","text3",12,"18_million","CARDINAL"
"1587","text3",12,"New_York","GPE"
"1588","text3",12,"fewer_than_600","CARDINAL"
"1589","text3",13,"Larry_Stone","PERSON"
"1590","text3",13,"15_years_old","DATE"
"1591","text3",13,"the_Christian_Brothers_Academy_of_Albany","ORG"
"1592","text3",14,"Larry","PERSON"
"1593","text3",14,"Ed_Koch","PERSON"
"1594","text3",15,"Larry","PERSON"
"1595","text3",15,"New_York_City","GPE"
"1596","text3",18,"4,200","CARDINAL"
"1597","text3",18,"Daniel_Patrick_Moynihan","PERSON"
"1598","text3",18,"Alfonse_M._D'Amato","PERSON"
"1599","text3",18,"Hugh_L._Carey","PERSON"
"1600","text3",18,"the_Westchester_County_Executive","ORG"
"1601","text3",18,"Andrew_P._O'Rourke","PERSON"
"1602","text3",18,"Republican","NORP"
"1603","text3",19,"Warren_M._Anderson","PERSON"
"1604","text3",19,"Republican","NORP"
"1605","text3",19,"State_Senate","ORG"
"1606","text3",20,"the_State_Senate","ORG"
"1607","text3",20,"4","CARDINAL"
"1608","text3",20,"61","CARDINAL"
"1609","text3",21,"hundreds","CARDINAL"
"1610","text3",21,"eight","CARDINAL"
"1611","text3",21,"Indian","NORP"
"1612","text3",22,"Tonio_Burgos","PERSON"
"1613","text3",26,"Burgos","PERSON"
"1614","text3",29,"year","DATE"
"1615","text3",29,"one","CARDINAL"
"1616","text3",30,"under_$_50,000","MONEY"
"1617","text3",30,"this_year","DATE"
"1618","text3",31,"New_York_State","GPE"
"1619","text3",31,"the_World_Trade_Center","ORG"
"1620","text3",33,"58_minutes","TIME"
"1621","text3",34,"Alfred_Del_Bello","PERSON"
"1622","text3",36,"Teleprompter","NORP"
"1623","text3",38,"Michael_McCartin","PERSON"
"1624","text3",38,"the_State_University_of_New_York_at_Binghamton","ORG"
"1625","text3",41,"four","CARDINAL"
"1626","text3",41,"today","DATE"
"1627","text3",43,"Ruth_Lundine","PERSON"
"1628","text3",43,"Stan","PERSON"
"1629","text3",43,"Congress","ORG"
"1630","text3",44,"every_summer","DATE"
"1631","text3",45,"Lundine","PERSON"
"1632","text3",45,"73_years_old","DATE"
"1633","text3",45,"Stan","GPE"
"1634","text3",47,"Jamestown","GPE"
"1635","text3",49,"New_York","GPE"
"1636","text3",50,"Capitol","FAC"
"1637","text3",51,"Jamaica","GPE"
"1638","text3",51,"Queens","GPE"
"1639","text3",51,"Italian","NORP"
"1640","text3",52,"Freihofer","PERSON"
"1641","text3",52,"Albany","GPE"
"1642","text3",52,"five","CARDINAL"
"1643","text3",52,"600_pounds","QUANTITY"
"1644","text3",56,"Neil_Diamond","PERSON"
"1645","text3",57,"Thee","PERSON"
"1646","text3",58,"Mark_Lundine","PERSON"
"1647","text3",58,"10","DATE"
"1648","text30",2,"Cuomo","PERSON"
"1649","text30",2,"yesterday","DATE"
"1650","text30",2,"The_New_York_Times","ORG"
"1651","text30",2,"Channel_13_:","ORG"
"1652","text30",3,"Cuomo_'s","PERSON"
"1653","text30",3,"yesterday","DATE"
"1654","text30",3,"The_New_York_Times","ORG"
"1655","text30",3,"Channel_13_:","ORG"
"1656","text30",3,"Cuomo_'s","PERSON"
"1657","text30",3,"yesterday","DATE"
"1658","text30",3,"The_New_York_Times","ORG"
"1659","text30",3,"Channel_13","ORG"
"1660","text30",4,"fifth","ORDINAL"
"1661","text30",5,"today","DATE"
"1662","text30",5,"first","ORDINAL"
"1663","text30",5,"Legislature","ORG"
"1664","text30",6,"Ned_Regan","PERSON"
"1665","text30",6,"Bob_Abrams","PERSON"
"1666","text30",6,"Stan_Lundine","PERSON"
"1667","text30",7,"Stan_Lundine","PERSON"
"1668","text30",7,"Lieutenant_Governor","FAC"
"1669","text30",9,"Warren_Anderson","PERSON"
"1670","text30",9,"Warren","PERSON"
"1671","text30",11,"a_week_ago","DATE"
"1672","text30",11,"today","DATE"
"1673","text30",13,"New_York","GPE"
"1674","text30",15,"the_years","DATE"
"1675","text30",15,"billions_and_billions_of_dollars","MONEY"
"1676","text30",17,"About_a_thousand","CARDINAL"
"1677","text30",17,"the_last_four_years","DATE"
"1678","text30",17,"today","DATE"
"1679","text30",17,"tomorrow","DATE"
"1680","text30",18,"hundreds_of_thousands","CARDINAL"
"1681","text30",19,"New_Yorkers","NORP"
"1682","text30",19,"nearly_10,000","CARDINAL"
"1683","text30",27,"the_last_four_years","DATE"
"1684","text30",28,"The_Principles_Of_Success","PRODUCT"
"1685","text30",30,"First","ORDINAL"
"1686","text30",30,"New_York","GPE"
"1687","text30",39,"1982","DATE"
"1688","text30",39,"nearly_$_2_billion","MONEY"
"1689","text30",39,"1983","DATE"
"1690","text30",40,"years","DATE"
"1691","text30",40,"thousands","CARDINAL"
"1692","text30",40,"hundreds_of_thousands","CARDINAL"
"1693","text30",42,"this_year","DATE"
"1694","text30",44,"billions_of_dollars","MONEY"
"1695","text30",44,"this_year","DATE"
"1696","text30",44,"next_year","DATE"
"1697","text30",46,"the_third_year","DATE"
"1698","text30",46,"Legislature","ORG"
"1699","text30",46,"1985","DATE"
"1700","text30",46,"this_year","DATE"
"1701","text30",46,"approximately_$_530_million","MONEY"
"1702","text30",47,"this_year","DATE"
"1703","text30",47,"a_billion_and_half_dollars","MONEY"
"1704","text30",47,"a_billion_and_a_half_dollars","CARDINAL"
"1705","text30",50,"$_1.67_billion","MONEY"
"1706","text30",50,"approximately_$_1.7_billion","MONEY"
"1707","text30",51,"this_year","DATE"
"1708","text30",52,"two","CARDINAL"
"1709","text30",52,"about_$_3.2_billion","MONEY"
"1710","text30",53,"$_3.2_billion","MONEY"
"1711","text30",55,"$_3.2_billion","MONEY"
"1712","text30",56,"SUNY","ORG"
"1713","text30",56,"CUNY","ORG"
"1714","text30",58,"the_Southern_Tier_Expressway","FAC"
"1715","text30",60,"fourth","ORDINAL"
"1716","text30",60,"the_Long_Island_Expressway","FAC"
"1717","text30",62,"M.T.A.","GPE"
"1718","text30",66,"5,000","CARDINAL"
"1719","text30",68,"30,000","CARDINAL"
"1720","text30",70,"25,000","CARDINAL"
"1721","text30",71,"two","CARDINAL"
"1722","text30",73,"all_the_years_ahead","DATE"
"1723","text30",75,"the_year_1988_-_89","DATE"
"1724","text30",76,"1982","DATE"
"1725","text30",76,"$_200_billion","MONEY"
"1726","text30",77,"the_Taxpayers_Dividend_Fund","ORG"
"1727","text30",78,"this_sunny_day","DATE"
"1728","text30",78,"this_Taxpayers_Dividend_Fund","ORG"
"1729","text30",80,"1987","DATE"
"1730","text30",84,"over_50_percent","PERCENT"
"1731","text30",84,"my_years","DATE"
"1732","text30",87,"this_year","DATE"
"1733","text30",90,"one","CARDINAL"
"1734","text30",93,"one","CARDINAL"
"1735","text30",94,"this_year","DATE"
"1736","text30",96,"the_State_of_New_York","GPE"
"1737","text30",99,"SUNY","ORG"
"1738","text30",99,"CUNY","ORG"
"1739","text30",99,"a_decade","DATE"
"1740","text30",100,"five_-_year","DATE"
"1741","text30",100,"this_year","DATE"
"1742","text30",100,"$_1_billion","MONEY"
"1743","text30",100,"SUNY","ORG"
"1744","text30",100,"CUNY","ORG"
"1745","text30",100,"the_next_five_years","DATE"
"1746","text30",104,"this_year","DATE"
"1747","text30",104,"first","ORDINAL"
"1748","text30",104,"the_Western_New_York_Development_Corporation","ORG"
"1749","text30",104,"Fort_Drum","FAC"
"1750","text30",104,"the_North_Country","LOC"
"1751","text30",109,"Last_year","DATE"
"1752","text30",109,"the_Environmental_Bond_Act","LAW"
"1753","text30",111,"this_year","DATE"
"1754","text30",113,"SUNY_-_Buffalo","ORG"
"1755","text30",117,"New_York","GPE"
"1756","text30",118,"FitzPatrick","ORG"
"1757","text30",119,"Shoreham","PERSON"
"1758","text30",120,"Shoreham","GPE"
"1759","text30",122,"Long_Island","GPE"
"1760","text30",123,"a_week","DATE"
"1761","text30",123,"the_Long_Island_Power_Authority","ORG"
"1762","text30",123,"Jan._15","DATE"
"1763","text30",126,"1989","DATE"
"1764","text30",126,"nearly_$_7.5_billion","MONEY"
"1765","text30",126,"Rebuild_New_York","ORG"
"1766","text30",128,"$_7.5_billion","MONEY"
"1767","text30",129,"1989","DATE"
"1768","text30",129,"nearly_$_1_billion","MONEY"
"1769","text30",130,"One_billion_dollars","MONEY"
"1770","text30",130,"Long_Island","LOC"
"1771","text30",133,"Transportation","ORG"
"1772","text30",133,"Frank_White","PERSON"
"1773","text30",133,"May_1_of_this_year","DATE"
"1774","text30",135,"50_years_ago","DATE"
"1775","text30",136,"Richard_Kessel","PERSON"
"1776","text30",136,"the_Consumer_Protection_Board","ORG"
"1777","text30",147,"October_of_this_year","DATE"
"1778","text30",148,"This_year","DATE"
"1779","text30",148,"New_York","GPE"
"1780","text30",150,"Jose_Rivera","PERSON"
"1781","text30",150,"Roger_Green","PERSON"
"1782","text30",150,"Arthur_Eve","PERSON"
"1783","text30",152,"This_year","DATE"
"1784","text30",152,"200th","ORDINAL"
"1785","text30",152,"the_Constitution_of_the_United_States","LAW"
"1786","text30",152,"New_York","GPE"
"1787","text30",152,"Sol_Wachtler","PERSON"
"1788","text30",153,"Assembly","ORG"
"1789","text30",153,"Government","ORG"
"1790","text30",155,"second","ORDINAL"
"1791","text30",155,"Supreme_Court","ORG"
"1792","text30",156,"the_Office_of_Court_Administration","ORG"
"1793","text30",156,"this_year","DATE"
"1794","text30",157,"six","CARDINAL"
"1795","text30",157,"the_United_States_of_America","GPE"
"1796","text30",158,"seven","CARDINAL"
"1797","text30",159,"This_year","DATE"
"1798","text30",160,"Prison_Cells_Still_Lacking","ORG"
"1799","text30",161,"10,200","CARDINAL"
"1800","text30",165,"the_Moreland_Commission","ORG"
"1801","text30",165,"Doug_White","PERSON"
"1802","text30",165,"next_week","DATE"
"1803","text30",167,"Senate","ORG"
"1804","text30",167,"Assembly","ORG"
"1805","text30",167,"South_Africa","GPE"
"1806","text30",169,"1983","DATE"
"1807","text30",169,"28","DATE"
"1808","text30",170,"this_year","DATE"
"1809","text30",170,"the_Division_of_Human_Rights","ORG"
"1810","text30",171,"The_Good_Life_Ladies","ORG"
"1811","text30",171,"Legislature","ORG"
"1812","text30",171,"the_last_few_years","DATE"
"1813","text30",176,"this_year","DATE"
"1814","text30",178,"New_Yorkers","NORP"
"1815","text30",178,"years","DATE"
"1816","text31",2,"Peter_F._Vallone","PERSON"
"1817","text31",2,"his_first_year","DATE"
"1818","text31",2,"the_City_Council_'s","ORG"
"1819","text31",2,"first","ORDINAL"
"1820","text31",2,"yesterday","DATE"
"1821","text31",4,"Peter_F._Vallone","PERSON"
"1822","text31",4,"his_first_year","DATE"
"1823","text31",4,"the_City_Council_'s","ORG"
"1824","text31",4,"first","ORDINAL"
"1825","text31",4,"yesterday","DATE"
"1826","text31",5,"Peter_F._Vallone","PERSON"
"1827","text31",5,"his_first_year","DATE"
"1828","text31",5,"the_City_Council_'s","ORG"
"1829","text31",5,"first","ORDINAL"
"1830","text31",5,"yesterday","DATE"
"1831","text31",6,"Vallone","PERSON"
"1832","text31",6,"Queens","GPE"
"1833","text31",6,"Democrat","NORP"
"1834","text31",6,"the_new_year","DATE"
"1835","text31",7,"the_City_Board_of_Estimate","ORG"
"1836","text31",8,"Council","ORG"
"1837","text31",8,"1986","DATE"
"1838","text31",9,"Council","ORG"
"1839","text31",10,"two","CARDINAL"
"1840","text31",10,"City_Council","ORG"
"1841","text31",10,"Albany","GPE"
"1842","text31",10,"Washington","GPE"
"1843","text31",11,"Disclosure_Procedures","ORG"
"1844","text31",12,"Council","ORG"
"1845","text31",12,"last_year","DATE"
"1846","text31",13,"Koch","PERSON"
"1847","text31",14,"Vallone","PERSON"
"1848","text31",14,"Council","ORG"
"1849","text31",14,"Giants","ORG"
"1850","text31",14,"Sunday","DATE"
"1851","text31",14,"the_Washington_Redskins","ORG"
"1852","text31",14,"the_National_Football_League","ORG"
"1853","text31",14,"the_Super_Bowl","EVENT"
"1854","text31",14,"two_weeks_later","DATE"
"1855","text31",15,"Giants","ORG"
"1856","text31",15,"the_Super_Bowl","EVENT"
"1857","text31",16,"Koch","PERSON"
"1858","text31",16,"Giants","ORG"
"1859","text31",16,"New_York","GPE"
"1860","text31",16,"Giants_Stadium","FAC"
"1861","text31",16,"Meadowlands","FAC"
"1862","text31",16,"New_Jersey","GPE"
"1863","text31",17,"Vallone","PERSON"
"1864","text31",18,"Councilman","ORG"
"1865","text31",18,"Giant","PERSON"
"1866","text32",2,"1985","DATE"
"1867","text32",2,"Bush","PERSON"
"1868","text32",2,"Israeli","NORP"
"1869","text32",2,"the_Senate_Intelligence_Committee","ORG"
"1870","text32",2,"Iran","GPE"
"1871","text32",2,"today","DATE"
"1872","text32",4,"1985","DATE"
"1873","text32",4,"Bush","PERSON"
"1874","text32",4,"Israeli","NORP"
"1875","text32",4,"the_Senate_Intelligence_Committee","ORG"
"1876","text32",4,"Iran","GPE"
"1877","text32",4,"today","DATE"
"1878","text32",5,"1985","DATE"
"1879","text32",5,"Bush","PERSON"
"1880","text32",5,"Israeli","NORP"
"1881","text32",5,"the_Senate_Intelligence_Committee","ORG"
"1882","text32",5,"Iran","GPE"
"1883","text32",5,"today","DATE"
"1884","text32",6,"Marlin_M._Fitzwater","PERSON"
"1885","text32",6,"Bush","PERSON"
"1886","text32",6,"Amiram_Nir","PERSON"
"1887","text32",6,"Israeli","NORP"
"1888","text32",6,"Terrorism","NORP"
"1889","text32",6,"Jerusalem","GPE"
"1890","text32",6,"Benjamin_F._Weir","PERSON"
"1891","text32",6,"Lebanon","GPE"
"1892","text32",6,"September_1985","DATE"
"1893","text32",7,"two","CARDINAL"
"1894","text32",7,"Nicaraguan","NORP"
"1895","text32",9,"the_White_House","ORG"
"1896","text32",9,"Fitzwater","PERSON"
"1897","text32",12,"second","ORDINAL"
"1898","text32",13,"today","DATE"
"1899","text32",13,"Israeli","NORP"
"1900","text32",13,"Shimon_Peres","PERSON"
