"";"rownames.mat."
"6464";"Rene_Joaquin_Cardenas"
"6465";"Oscar_Florendo"
"6466";"Fernando_Leniz"
"6467";"Leniz"
"6468";"Don_Martina"
"6469";"Edward_P._G._Seaga"
"6470";"Henny_Eman"
"6471";"James_Mitchell"
"6472";"John_Compton"
"6473";"Seaga"
"6474";"Government"
"6475";"Kim_Dong_Young"
"6476";"Paek"
"6477";"Paek_Ki_Wan"
"6478";"Park_Eung_Soo"
"6479";"Park_Tae_Yong"
"6480";"Anwar_Zahid"
"6481";"Hasina_Wazed"
"6482";"Hasina_Wazed_'s"
"6483";"Ferdinand_Marcos_'s"
"6484";"Chun_Hae_Sun"
"6485";"Kim_Yeon_Sook"
"6486";"Lee_Yul_Hee"
"6487";"Song_Ki_Hoon"
"6488";"Daniel_arap_Moi"
"6489";"Gibson_Kamau_Kuria"
"6490";"Kuria"
"6491";"Awa"
"6492";"Eme_Awa"
"6493";"Gombe"
"6494";"Jean_-_Jacques_Honorat"
"6495";"Ricardo"
"6496";"Ricardo_Wheelock"
"6497";"Chung_Chai"
"6498";"Confucianism"
"6499";"Edward_Poitras"
"6500";"Hwang_Sam_Nam"
"6501";"Kim_Dae_Jung_-_passionate"
"6502";"Chun_Everyone"
"6503";"Shin_Jeong_Yil"
"6504";"Yang_Ok_Seok"
"6505";"Kim_Sang_Hyun"
"6506";"Lee_Soon_Ja"
"6507";"Anthony_Colavita"
"6508";"T._H._Kim"
"6509";"Hun_Sen."
"6510";"Hun_Sen._Meeting"
"6511";"Kang_Shil_Won"
"6512";"Kim_Chung_Wi"
"6513";"Kim_Jae_Kwang"
"6514";"Kuro"
"6515";"Schneebaum"
"6516";"Steven_Schneebaum"
"6517";"Kim_Jun"
"6518";"Lee_Keum_Shil"
"6519";"Erick_Ramirez"
"6520";"Jose_Antonio_Bonilla"
"6521";"Jose_Lopez_Portillo"
"6522";"Luis_Echevarria"
"6523";"Anthony_B._Gliedman"
"6524";"Gliedman"
"6525";"Gorman_Gilbert"
"6526";"Lipper"
"6527";"Nathan_Quinones"
"6528";"Choi_Il_Soo"
"6529";"Uncle_Sam"
"6530";"Yoo"
"6531";"Alan_Romberg"
"6532";"Romberg"
"6533";"Selig_Harrison"
"6534";"Donald_J._Riley"
"6535";"Michael_J._Miller"
"6536";"Q"
"6537";"Ralph"
"6538";"Riley"
"6539";"Henry_Namphy"
"6540";"Sun_Myung_Moon"
"6541";"Bernard_G._Erlich"
"6542";"Joseph_W._Bellacosa"
"6543";"Judith_S._Kaye"
"6544";"Lefcourt"
"6545";"Richard_D._Simons"
"6546";"Robert_M._Pitler"
"6547";"Titone"
"6548";"Vito_J._Titone"
"6549";"Cesky_Krumlov"
"6550";"Czecholsovak"
"6551";"Dubcek"
"6552";"Havel"
"6553";"Jakes"
"6554";"Lubomir_Strougal"
"6555";"Milos_Jakes"
"6556";"Vaclav_Havel"
"6557";"Page_A7"
"6558";"Charlie"
"6559";"Enniskillen"
"6560";"George_M._Cohan_'s"
"6561";"Jack"
"6562";"Nixon"
"6563";"P._J._O'Mara"
"6564";"Pat_O'Connor"
"6565";"Stephen_Sondheim_'s"
"6566";"Una_Duce"
"6567";"Abuladze"
"6568";"Eduard_Shevardnadze"
"6569";"Lavrenti_Beria"
"6570";"Marc_Chagall_'s"
"6571";"Tengiz_Abuladze"
"6572";"Varlam"
"6573";"Andres_Rodriguez"
"6574";"Carlos_Romero_Pereira"
"6575";"Clyde_D._Taylor_Jr."
"6576";"Hermes_Rafael_Saguier"
"6577";"Laino"
"6578";"Romero"
"6579";"Jacob_H._Schiff"
"6580";"Louis_Marshall"
"6581";"Aleksandr_Lerner"
"6582";"Ida_Nudel"
"6583";"Iosif_Begun"
"6584";"Lerner"
"6585";"Natalya_Khasina"
"6586";"Slepak"
"6587";"Tanya"
"6588";"Yuli_M._Kosharovsky"
"6589";"Yuliya"
"6590";"Robert_Mugabe"
"6591";"Qian_Da"
"6592";"Aleksandr_G._Filipenko"
"6593";"Filipenko"
"6594";"Gorbachev_Broke"
"6595";"Lanovoy"
"6596";"Mikhail_Shatrov"
"6597";"Robert_Sturua"
"6598";"Sturua"
"6599";"Vasily_S._Lanovoy"
"6600";"Andrew_Cuomo_'s"
"6601";"Betty_Ford"
"6602";"Charles_A._Thompson"
"6603";"Goldstein"
"6604";"Harry_C._Partridge"
"6605";"Jackie_Robinson"
"6606";"Jeffrey"
"6607";"Jeffrey_Goldstein"
"6608";"Jerry_Weiss"
"6609";"Lucille_Falcone"
"6610";"N._J."
"6611";"N._Y."
"6612";"Partridge"
"6613";"Robert_Seavey"
"6614";"Sheila_Rabb_Weidenfeld"
"6615";"Sheldon_J._Goldstein"
"6616";"Weidenfeld"
"6617";"Helber"
"6618";"Juan_Rodriguez"
"6619";"Kenia_Rodriguez_Martinez"
"6620";"Klaus_Helber"
"6621";"Lijia"
"6622";"Maria_Aguilar_Jarquin"
"6623";"Nelson_Antonio_Giron"
"6624";"Ramon_Sosa"
"6625";"Rosita"
"6626";"Sosa"
"6627";"Abdellatif_Jouahri"
"6628";"Abdendi"
"6629";"Almed"
"6630";"Jouahri"
"6631";"King_Hassan"
"6632";"King_Hassan_II"
"6633";"Mohammed_Guessous"
"6634";"Morocco"
"6635";"Oussid_Almed"
"6636";"Polisario"
"6637";"de_la_Torre"
"6638";"Edicio_de_la_Torre"
"6639";"Partido_ng_Bayan"
"6640";"Vera_Razon"
"6641";"Buenos_Aires"
"6642";"Clyde_C._Snow"
"6643";"Clyde_Snow"
"6644";"Dario_Olmo"
"6645";"desaparecido_Baedeker"
"6646";"Equipo_Argentino_de_Antropologia_Forense"
"6647";"Eric_Stover"
"6648";"Fitzpatrick"
"6649";"John_Fitzpatrick"
"6650";"John_Gacy"
"6651";"John_J._Fitzpatrick"
"6652";"Jorgen_L._Thomsen"
"6653";"Josef_Mengele"
"6654";"Julio_Strassera"
"6655";"Kirschner"
"6656";"Liliana_Pereyra"
"6657";"Liliana_Pereyra_'s"
"6658";"Little_Big_Horn"
"6659";"Lowell_J._Levine"
"6660";"Lowell_Levine"
"6661";"Luis_Fondebrider"
"6662";"Luis_Fondebrider_-"
"6663";"Magdalena_Ruiz"
"6664";"Mercedes_Doretti"
"6665";"Morris_Tidball"
"6666";"Morris_Tidball_Binz"
"6667";"Oklahoman"
"6668";"Patricia_Bernardi"
"6669";"Robert_H._Kirschner"
"6670";"Robert_Kirschner"
"6671";"Snow"
"6672";"Strassera"
"6673";"Ted_Bundy"
"6674";"Ella_T._Grasso"
"6675";"Gary_Hart_'s"
"6676";"Hubert_H._Humphrey"
"6677";"Archbishop_Tutu"
"6678";"Taylor"
"6679";"Anerood_Jugnauth"
"6680";"Armand_Maudave"
"6681";"Emmanuel_Arouff"
"6682";"Jugnauth"
"6683";"Lutchmeenaraidoo"
"6684";"Lutchmeeneraidoo"
"6685";"Mauritius"
"6686";"V._Seetanah_Lutchmeenaraidoo"
"6687";"Morton_Karper"
"6688";"Fred_Pheiffer"
"6689";"Linda_Sachs"
"6690";"Pheiffer"
"6691";"Poughkeepsie"
"6692";"Robert_Unterer"
"6693";"Sachs"
"6694";"Spargo"
"6695";"Unterer"
"6696";"Cohalan"
"6697";"E._Thomas_Boyle"
"6698";"Evelyn_Roth"
"6699";"John_H._Marburger"
"6700";"John_V._N._Klein"
"6701";"Klein"
"6702";"Lawrence_Schwartz"
"6703";"Lisa_Mirabella"
"6704";"LoGrande"
"6705";"Michael_A._LoGrande"
"6706";"Pat_Halpin"
"6707";"Pat_Halpin_'s"
"6708";"Peter_F._Cohalan"
"6709";"Robert_A._Kurtter"
"6710";"Susie"
"6711";"Thomas_J._McAteer_Jr."
"6712";"Thomas_S._Gulotta"
"6713";"Mahatma_Gandhi"
"6714";"Simon_Muzenda"
"6715";"Eugene_J._Nickerson"
"6716";"Harry_Chapin"
"6717";"Nickerson"
"6718";"Walt_Whitman"
"6719";"Alexander_Goldfarb_'s"
"6720";"Associate"
"6721";"Bill"
"6722";"Bill_Bradley"
"6723";"Bradley"
"6724";"Dawkins"
"6725";"Fenwick"
"6726";"Frank_Raleigh_Lautenberg"
"6727";"Gary_Trudeau_'s"
"6728";"George_Mitchell"
"6729";"J._Bennett_Johnston"
"6730";"Johnston"
"6731";"Lacey_Davenport"
"6732";"Lautenberg"
"6733";"Mitchell"
"6734";"Paterson"
"6735";"Pete_Dawkins_'s"
"6736";"Rumson"
"6737";"Emerson_Moore"
"6738";"City_Councilwoman_Ruth_W._Messinger"
"6739";"Kellis_E._Parker"
"6740";"Morris_Lasker"
"6741";"Norman_Siegel"
"6742";"Robert_Hayes"
"6743";"Siegel"
"6744";"Aleksandr_Kalugin"
"6745";"Baryshnikov"
"6746";"Boris_Baryshnikov"
"6747";"dragon_keychains"
"6748";"dragon_masks"
"6749";"Edgar_Rice_Burroughs"
"6750";"Ekspress_Khronika"
"6751";"Kalugin"
"6752";"Perestroika_kitsch"
"6753";"Tamara"
"6754";"whistles"
"6755";"Frances_T._Purcell"
"6756";"Frank_A._Gulotta"
"6757";"Gulotta"
"6758";"Raymond_B._Grunewald"
"6759";"Barry_Kamins"
"6760";"Eugene_Gold"
"6761";"Harris_Diamond"
"6762";"Irving_W._Levine"
"6763";"Joyce_B._David"
"6764";"Kamins"
"6765";"Kevin_B._Frawley"
"6766";"Liz"
"6767";"Robert_McLaughlin"
"6768";"Cochran"
"6769";"Emma_Gresham"
"6770";"Gresham"
"6771";"James_Poole_Jr."
"6772";"Joseph_Cochran_Sr_."
"6773";"Willie_James_Rucker"
"6774";"Aides_Cuomo"
"6775";"Al_Smith"
"6776";"David_Axelrod"
"6777";"Dewey"
"6778";"Edelstein"
"6779";"Julius_C._C._Edelstein"
"6780";"Max_Weber"
"6781";"Peter_A._Bradford"
"6782";"Song"
"6783";"the_Mario_Cuomo"
"6784";"Chertoff"
"6785";"David_J._Friedland"
"6786";"Friedland"
"6787";"Gerry"
"6788";"John_A._Yacovelle"
"6789";"John_F._Gerry"
"6790";"Joseph_J._Higgins"
"6791";"Michael_Chertoff"
"6792";"Peter_Willis"
"6793";"Qaddaffi"
"6794";"Willis"
"6795";"Yacovelle"
"6796";"Delay"
"6797";"Duffy"
"6798";"Kevin_Thomas_Duffy"
"6799";"Ex_-_State"
"6800";"J._P._'s"
"6801";"Joe_Pisani"
"6802";"Joe_Vitulli"
"6803";"Kathryn"
"6804";"Kathryn_Godfrey"
"6805";"Leonard_Paduano"
"6806";"Pat_Grasso"
"6807";"Anthony_S._Seminerio"
"6808";"Boepple"
"6809";"Donovan"
"6810";"Jeffrey_Lovell"
"6811";"Lovell"
"6812";"Maggie_Boepple"
"6813";"Nicholas_A._Spano"
"6814";"Sam_Donaldson"
"6815";"Seminerio"
"6816";"Teleprompter"
"6817";"Terence_Zaleski_Jr."
"6818";"Tony"
"6819";"Wayne_Jackson"
"6820";"Charles_E._Clayman"
"6821";"Phyllis_Zito"
"6822";"Zito"
"6823";"Dharmsala"
"6824";"Inside_Tibet"
"6825";"Mcleodganj"
"6826";"Phuntsok_N._Thangpe"
"6827";"Samphel"
"6828";"Thubten_Samphel"
"6829";"All_Reagan"
"6830";"Anastasio_Somoza_Garcia"
"6831";"Augusto_Cesar_Sandino"
"6832";"Carlos_Guadamuz"
"6833";"CENTRAL_AMERICAN"
"6834";"Colonia_Somoza"
"6835";"Daniel_Ortega_'s"
"6836";"Daniel_Ortegas"
"6837";"Gonzalo_Lacayo"
"6838";"Guadamuz"
"6839";"Jose_Ernesto_Somarriba"
"6840";"La_Libertad"
"6841";"Rosario_Murillo"
"6842";"Sandino"
"6843";"Camus"
"6844";"Casey"
"6845";"Don_Quixote"
"6846";"John_F._Kennedy_'s"
"6847";"Jose_Figueres_Ferrer"
"6848";"Juan_Jose_Trejos"
"6849";"Lewis_A._Tambs_-"
"6850";"Realpolitik"
"6851";"Sancho_Panza"
"6852";"Simon_Bolivar"
"6853";"Dennis_Harter"
"6854";"Lorena"
"6855";"Junius_Richard_Jayewardene"
"6856";"Steven_Weisman_'s"
"6857";"ANAND_V._RAO"
"6858";"Steven_R._Weisman"
"6859";"Alexander_Dubcek"
"6860";"Foa"
"6861";"L'Unita"
"6862";"Renzo_Foa"
"6863";"Kim_Yoon_Whan"
"6864";"Bob_Brancato"
"6865";"Brancato"
"6866";"George_McGuiness"
"6867";"Advice"
"6868";"Cahill"
"6869";"Dwight_Eisenhower"
"6870";"Joseph_M._Kyrillos"
"6871";"Mascara"
"6872";"Wayne_Dumont"
"6873";"William_T._Cahill"
"6874";"Willie_B._Brown"
"6875";"Willie_Brown"
"6876";"An_Adroit_Politician"
"6877";"Alfredo_Cesar"
"6878";"Morris_D._Busby"
"6879";"Darwood_Ebrahim"
"6880";"Ebrahim"
"6881";"Henry_Klotz"
"6882";"Klotz"
"6883";"Deng_Xiaoping_'_'"
"6884";"Gleysteen"
"6885";"Hao_Pei_-_tsun"
"6886";"Koumintang"
"6887";"Lee_Teng_-_hui"
"6888";"Li_Huan"
"6889";"Lin_Yang_-_kang"
"6890";"Lu_Hsiu_-_lien"
"6891";"Peng_Ming_-_min"
"6892";"Thomas_Gold"
"6893";"Univeristy"
"6894";"William_H._Gleysteen_Jr."
"6895";"Yu_Kuo_-_hua"
"6896";"Gould"
"6897";"Michael_Feldberg"
"6898";"Milton_Gould"
"6899";"Paul_Castellano"
"6900";"John_F._Keenan"
"6901";"Josip_Broz_Tito"
"6902";"Stefanija"
"6903";"Alberto_Saborio"
"6904";"Cabezas"
"6905";"German_Mendoza_Huete"
"6906";"Omar_Cabezas"
"6907";"Saborio"
"6908";"Tomas_Borge_'s"
"6909";"Tinoco"
"6910";"Agapito_Aquino"
"6911";"Egmidio_Tanjuatco"
"6912";"Ernesto_Maceda"
"6913";"Francisco_Nemenzo"
"6914";"Francisco_Sumulong"
"6915";"Mila_Aquino_-_Albert"
"6916";"Teresa_Aquino_-_Oreta"
"6917";"Victor_Sumulong"
"6918";"Dejoie"
"6919";"Gregoire_Eugene"
"6920";"Gerald_Baliles"
"6921";"Irene_Natividad"
"6922";"Wallace_G._Wilkinson"
"6923";"Lucius_J._Riccio"
"6924";"Speaking"
"6925";"Ward"
"6926";"John_C._Rice"
"6927";"Anthony_Carpiniello"
"6928";"Frank_Polsinello"
"6929";"Galleria"
"6930";"Paroli"
"6931";"Richard_Fife"
"6932";"Robert_Ungerer"
"6933";"Thomas_Spargo"
"6934";"Ungerer"
"6935";"William_Paroli"
"6936";"Fyodor_Burlatsky"
"6937";"Irwin_Coutler"
"6938";"Ivan_Ivanovich_Ivanov"
"6939";"Jeri_Laber"
"6940";"Krutolov"
"6941";"Laber"
"6942";"Mikhail_A._Krutolov"
"6943";"Robert_Bernstein"
"6944";"Sergei_Kovalev"
"6945";"Antonio"
"6946";"Barbara_A._Margolis"
"6947";"David_Margolis"
"6948";"Kathleen_Kerr"
"6949";"Richardson"
"6950";"Weinstock"
"6951";"Bolanos"
"6952";"Enrique_Bolanos_Geyer"
"6953";"Roberto_Sanchez"
"6954";"Kevin_Duffy"
"6955";"Rudy_-_Kazootie"
"6956";"Alan_Rothstein"
"6957";"Albanese"
"6958";"Councilman_Sal_F._Albanese"
"6959";"Cuite"
"6960";"Hayes"
"6961";"Jerome_X._O'Donovan"
"6962";"O'Donovan"
"6963";"Robert_M._Hayes"
"6964";"Rothstein"
"6965";"Tom_Cuite"
"6966";"Viewed"
"6967";"Larry_J._Silverman"
"6968";"Lebetkin"
"6969";"Silverman"
"6970";"Luis_Sanchez_Sancho"
"6971";"Maria_Reyburn"
"6972";"Tim_Takaro"
"6973";"Virglio_Godoy_Reyes"
"6974";"Herbert_H._Lehman"
"6975";"Lieutenant"
"6976";"SHORTLY"
"6977";"Brenda_White"
"6978";"Dee_Dee_Myers"
"6979";"Lawrence_Lucas"
"6980";"Marion_Barry"
"6981";"Richard_Gere"
"6982";"Rosemarie_Connors"
"6983";"Tom_Bradley"
"6984";"Gelfand"
"6985";"M._David_Gelfand"
"6986";"Richard_A._Briffault"
"6987";"Fred_W._Friendly"
"6988";"Friendly"
"6989";"Richland"
"6990";"Terry_E._Allbritton"
"6991";"Dick"
"6992";"Pat_Koch_Thaler"
"6993";"Chevlowe"
"6994";"Mark_A._Costantino"
"6995";"Sheldon_Chevlowe"
"6996";"Elaine"
"6997";"Elaine_M._Ryan"
"6998";"Elaine_Ryan"
"6999";"Fabian_Palomino"
"7000";"Ryan"
"7001";"Clinton"
"7002";"Gandhi_Assails_'"
"7003";"Jyoti_Basu"
"7004";"Protest_Lodged"
"7005";"Nadler"
"7006";"Angelo_Falcon"
"7007";"Falcon"
"7008";"Freddy"
"7009";"Lloyd_Springer"
"7010";"Bota"
"7011";"Brucan"
"7012";"John_C._Whitehead"
"7013";"Liviu_Bota"
"7014";"Silviu_Brucan"
"7015";"Whitehead"
"7016";"Frank_X._Gordon_Jr."
"7017";"Franz_Vranitzky"
"7018";"Gruber"
"7019";"Karl_Gruber"
"7020";"Manfred_Messerschmidt"
"7021";"Chewning"
"7022";"Lawrence_Chewning_Fabrega"
"7023";"Westernization"
"7024";"Chiam"
"7025";"Goh"
"7026";"Goh_Chok_Tong"
"7027";"Joshua_B._Jeyaretnam"
"7028";"Abinanti"
"7029";"Ann_Carra"
"7030";"Bruce_Johnson"
"7031";"Carol_Renza"
"7032";"Dickinson"
"7033";"Fred_A._Dickinson"
"7034";"Herman_Taub"
"7035";"Howard_Warren"
"7036";"Marie_Zarcone"
"7037";"Renza"
"7038";"Sallie_Sypher"
"7039";"Sypher"
"7040";"Thomas_A._Abinanti"
"7041";"Zarcone"
"7042";"Hamada"
"7043";"Kenji_Miyamoto"
"7044";"Kenji_Osano"
"7045";"Koichi_Hamada"
"7046";"Miyamoto"
"7047";"Awaa"
"7048";"Hoda_Sharawy"
"7049";"Jihan_Sadat"
"7050";"Nasser"
"7051";"Suzanne_Mubarak"
"7052";"Alan_Stephens"
"7053";"Bob_Usdane"
"7054";"John_Rhodes"
"7055";"Murray_Miller"
"7056";"Lani_Guinier"
"7057";"Lewis_Carroll_'s"
"7058";"Manhattanites"
"7059";"Reducing_Mayor_'s"
"7060";"Wonderland"
"7061";"Gezunthayt"
"7062";"Greg_Wozney"
"7063";"Herbert_Bienstock"
"7064";"Merrell"
"7065";"Patrick_Merrell"
"7066";"versus_whacko"
"7067";"Wharton"
"7068";"Clive_Bonas"
"7069";"Fata"
"7070";"Fato"
"7071";"Frank_J._Giordano"
"7072";"Giordano"
"7073";"Jacob_Nahmias"
"7074";"Nahmias"
"7075";"Peter_Fata"
"7076";"Brawley"
"7077";"John_Poklemba"
"7078";"Poklemba"
"7079";"Tawana_Brawley"
"7080";"William_L._Murphy"
"7081";"Jay"
"7082";"Peter_Jay"
"7083";"Ben_Blaz"
"7084";"Ben_Garrido_Blaz"
"7085";"Blaz"
"7086";"Guam"
"7087";"Luck"
"7088";"Morris_K._Udall"
"7089";"Theodore_M._Hesburgh"
"7090";"anti_-_Stalin"
"7091";"Boris_S._Kevorkov"
"7092";"Genrikh_Pogosyan"
"7093";"Reitelmann"
"7094";"Urmas_Reitelmann"
"7095";"Yerevan"
"7096";"Raoul_Lionel_Felder"
"7097";"Schackman"
"7098";"Walter_M._Schackman"
"7099";"Chester_Crocker"
"7100";"Howard_E._Wolpe"
"7101";"Nancy_Landon_Kassebaum"
"7102";"Neo_Mnumzana"
"7103";"Piet_Koornhof"
"7104";"The_Governments_of_the_United_States"
"7105";"Wolpe"
"7106";"E._Robert_Wallach"
"7107";"James_C._McKay"
"7108";"McKay"
"7109";"Archibald_Gumede"
"7110";"Cosatu"
"7111";"Government_Gazette"
"7112";"Gumede"
"7113";"Max_Coleman"
"7114";"Tutu_Speaks"
"7115";"Wedtech_Corpora_-_tion"
"7116";"Armacost"
"7117";"Gulbuddin_Hikmatyar"
"7118";"Hikmatyar"
"7119";"Mohammed_Yunis_Khalis"
"7120";"Mohammed_Zahir_Shah"
"7121";"Muhammad_Zia"
"7122";"Zahir_Shah"
"7123";"James_Baker"
"7124";"Georgi_P._Razumovsky"
"7125";"anti_-_Noriega"
"7126";"Anti_-_Noriega"
"7127";"Jose_I._Blandon"
"7128";"Juan_Sosa"
"7129";"Justines"
"7130";"Manuel_Solis_Palma"
"7131";"Marcos_Justines"
"7132";"Noriega_Seen"
"7133";"VS"
"7134";"Argentina_Backs_Delvalle_Acting"
"7135";"Juan_Alberte_Llanes"
"7136";"Roberto_Layton"
"7137";"Apo_Boghigian"
"7138";"Asbarez"
"7139";"Boghigian"
"7140";"Leon_Kirakosian"
"7141";"Lori_Titizian"
"7142";"Chang_Ki_Pyo"
"7143";"Kim_Dong_Wan"
"7144";"Kim_Hyon_Jang"
"7145";"Lee_Tae_Bok"
"7146";"Moon_Bu_Shik"
"7147";"Roh_Government"
"7148";"Tae"
"7149";"Buder"
"7150";"James_L._Young"
"7151";"Karl_Buder"
"7152";"Kay_Mayhew"
"7153";"Martha"
"7154";"Suzan_B._Custer"
"7155";"Thomas_C._Wallace"
"7156";"Vineyard"
"7157";"Critica"
"7158";"Jose_Blandon"
"7159";"Trouble_Blamed"
"7160";"Beatles"
"7161";"Genghis_Abuladze"
"7162";"Jiri_Hajek"
"7163";"John"
"7164";"John_Lennon"
"7165";"Lidowe_Nowiny"
"7166";"Probes"
"7167";"Sondy"
"7168";"Zdenek_Mlynar"
"7169";"Andre_Glucksmann"
"7170";"Bulldozer"
"7171";"Clemenceau"
"7172";"de_Gaulle_'s"
"7173";"Dominique_Jamet"
"7174";"Elysee"
"7175";"Giesbert"
"7176";"Giscard"
"7177";"Giscard_d'Estaing"
"7178";"Glucksmann"
"7179";"IT"
"7180";"Jacques_Amalric"
"7181";"Jean_-_Francois_Fogel"
"7182";"Jean_Jaures"
"7183";"Jobert"
"7184";"Karl_Marx_'s"
"7185";"MAURICE_MITTERRAND"
"7186";"Michel_Jobert"
"7187";"Michel_Rocard"
"7188";"Minc"
"7189";"Roland_Dumas"
"7190";"Thierry_de_Montbrial"
"7191";"Ton_-_Ton"
"7192";"Vichy"
"7193";"Benny"
"7194";"Benny_Got_Blamed_'"
"7195";"Benny_Murdani"
"7196";"Murdani"
"7197";"Simatupang"
"7198";"Sutrisno"
"7199";"T._B._Simatupang"
"7200";"Try_Sutrisno"
"7201";"Julius_L._Chambers"
"7202";"Alan_Rosenthal"
"7203";"Barrens"
"7204";"Bernie_Aronson"
"7205";"Bob_Franks"
"7206";"Ernestine_Schlant_Bradley"
"7207";"Franks"
"7208";"Jimmy_Stewart"
"7209";"Map"
"7210";"Penn_Kimball"
"7211";"Put_Us"
"7212";"Rick_Sinding"
"7213";"Rosenthal"
"7214";"Theresa_Anne"
"7215";"Miskito_Indians"
"7216";"Paul_Reichler"
"7217";"Reichler"
"7218";"A._R._S._Doha"
"7219";"Begum_Khaleda_Zia"
"7220";"Farook_Rahman"
"7221";"Sheik_Hasina"
"7222";"Jarbas_Passarinho"
"7223";"Neves"
"7224";"Beau"
"7225";"Carlson"
"7226";"Craft"
"7227";"Frank_X._Gordon"
"7228";"Fred_Craft"
"7229";"Gordon"
"7230";"Lee_Watkins"
"7231";"Lieutenant_Johnson"
"7232";"Ralph_Milstead"
"7233";"Watkins"
"7234";"Crispin_J._Hollings"
"7235";"Eugene_A._Migliaro_Jr."
"7236";"Gionfriddo"
"7237";"Irving_J._Stolberg"
"7238";"John_Wayne_Fox"
"7239";"Migliaro"
"7240";"Paul_Gionfriddo"
"7241";"Teresalee_Bertinuson"
"7242";"Axelrod"
"7243";"Donald_Foy"
"7244";"Frank_E._Young"
"7245";"Michael_J._Del_Giudice"
"7246";"Thomas_C._Jorling"
"7247";"JAMES_M._MCKINNON"
"7248";"Abdoulaye_Wade"
"7249";"Djibo_Ka"
"7250";"Jacques_M._Nzouankeu"
"7251";"Nzouankeu"
"7252";"Raymond_D._Gastil"
"7253";"Siradiou_Diallo"
"7254";"Wade"
"7255";"Al_Sharpton"
"7256";"Puerto_Rican_Caucus"
"7257";"Sharpton"
"7258";"Wappingers_Falls"
"7259";"Barry_E._Lichtenberg"
"7260";"George_Kowalczyk"
"7261";"John_Cuomo"
"7262";"Kane"
"7263";"Kowalczyk"
"7264";"Michael_Kane"
"7265";"Rivieccio"
"7266";"KENNETH"
"7267";"Jailani_Naro"
"7268";"Sudharmono"
"7269";"SUHARTO"
"7270";"Amatucci_-_Fox"
"7271";"Jean_Amatucci_-_Fox"
"7272";"Kermani"
"7273";"Louis_Cotrona"
"7274";"Ronald_Kermani"
"7275";"Karl_Zeiss"
"7276";"Ambler_Moss"
"7277";"Jorge_Abadia_Arias"
"7278";"Mariela_Delvalle"
"7279";"Presidents_Carter"
"7280";"Sol_M._Linowitz"
"7281";"Wolf"
"7282";"Betty_F._Greenfield"
"7283";"Gerald_Schoenfeld"
"7284";"Michelangelo"
"7285";"Schoenfeld"
"7286";"Daniel_Delgado"
"7287";"Dennis_P._McAuliffe"
"7288";"Lines"
"7289";"Luis_Aprilla"
"7290";"Richard_A._Wainio"
"7291";"Judah_Gribetz"
"7292";"Kellner"
"7293";"Leon_Kellner"
"7294";"Terry_Eastland"
"7295";"Ed_Koch_'s"
"7296";"Frank_T._Cary"
"7297";"Kay_J._Wight"
"7298";"Marcella_Maxwell"
"7299";"Maxwell"
"7300";"Thaler"
"7301";"Wight"
"7302";"Albert_Blumenthal"
"7303";"Burstein"
"7304";"Jeremiah_B._Bloom"
"7305";"Karen_S._Burstein"
"7306";"Perry_Duryea"
"7307";"Thomas_Duane"
"7308";"Antonin_Scalia"
"7309";"Brendan_Sexton"
"7310";"Diane_Coffey"
"7311";"Holtz"
"7312";"Kevin_Cahill"
"7313";"Lou_Holtz"
"7314";"Nathan_Glazer"
"7315";"Scalia"
"7316";"Timothy_P._Sullivan"
"7317";"William_J._Brennan_Jr."
"7318";"Park_Young_Sook"
"7319";"Commissioners"
"7320";"Commmissioner_Flora_Moore"
"7321";"Robert_Schra"
"7322";"Alfonso_Cujavanta"
"7323";"Cujavanta"
"7324";"Carl_Levin"
"7325";"Gorbachev_-_Reagan"
"7326";"Anthony_M._Tung"
"7327";"Constance_Cooke"
"7328";"Esnard"
"7329";"Franklin_J._Havlicek"
"7330";"Gene_A._Norman"
"7331";"Havlicek"
"7332";"Tony_Tung"
"7333";"Arlin_M._Adams"
"7334";"Norman_Redlich"
"7335";"W._Bernard_Richland"
"7336";"Glen_Head"
"7337";"MICHAEL_HARATUNIAN"
"7338";"Abdrashitov"
"7339";"Aleksandr_Mindadze"
"7340";"Pavlik_Morozov"
"7341";"the_Boy_Scouts_-_as"
"7342";"Vadim_Abdrashitov"
"7343";"Vladimir_Amlinsky"
"7344";"Amy_Carter_'s"
"7345";"Billy"
"7346";"Brookline"
"7347";"Bulger"
"7348";"Bulget"
"7349";"Dukakis"
"7350";"Flynn"
"7351";"Frank_L._McNamara_Jr."
"7352";"Jesse"
"7353";"John_Kerry"
"7354";"Kerry"
"7355";"Kitty_Dukakis_'"
"7356";"Michael_J._Connolly"
"7357";"Ray_Flynn"
"7358";"Raymond_L._Flynn"
"7359";"Robert_Q._Crane"
"7360";"Wellesley"
"7361";"Weston"
"7362";"William_M._Bulger"
"7363";"Constance_Cushman"
"7364";"Ethan_Geto_-_the"
"7365";"Gerald_Levy"
"7366";"Hynes"
"7367";"M._Hynes"
"7368";"Magavern"
"7369";"Nicole_Gordon"
"7370";"Achilles"
"7371";"Bernsteins"
"7372";"Felix_G._Rohatyn"
"7373";"Joan_Ganz_Cooney"
"7374";"Joseph_Bernstein"
"7375";"Joseph_E._Bernstein"
"7376";"Theodore_Meekins"
"7377";"Demosthenes_Stathis"
"7378";"Dennis_Milewitz"
"7379";"Frederick_J._Scullin_Jr."
"7380";"Henry_Viet"
